Size(N),Experiment Height(h),Log of Size,Sqrt of Size
506,18.4,6.23166185298802,22.552161758909055
507,19.2,6.2285110035911835,22.516660498395403
508,18.8,6.238324625039508,22.627416997969522
509,19.9,6.2422232654551655,22.67156809750927
510,19.6,6.238715173765425,22.631835983852483
511,19.0,6.234410725718371,22.58317958127243
512,19.3,6.235586504807383,22.596459899727655
513,19.5,6.241834084675783,22.66715685744465
514,19.5,6.2414447523757515,22.662744758744473
515,19.5,6.256901010612443,22.838563877792318
516,19.3,6.244166900663736,22.693611435820433
517,19.7,6.23519473203058,22.5920339943087
518,19.7,6.251903883165888,22.781571499789035
519,18.9,6.260728034035745,22.882307575941724
520,19.3,6.26415987725144,22.921605528409216
521,18.9,6.239495813929971,22.640671368137475
522,19.4,6.253828811575473,22.80350850198276
523,19.1,6.259581464064923,22.869193252058544
524,19.3,6.263398262591624,22.9128784747792
525,19.7,6.266441247062209,22.947766775876037
526,19.7,6.256517501499402,22.834184898962345
527,19.5,6.26985357264817,22.98695282111137
528,19.6,6.261109932073611,22.88667734731278
529,19.4,6.266441247062209,22.947766775876037
530,19.7,6.2675799831882975,22.960836221705865
531,19.6,6.264920912295781,22.93032926061028
532,19.0,6.285625585657472,23.16894473211933
533,19.4,6.272122004622799,23.01303978182804
534,19.9,6.285625585657472,23.16894473211933
535,20.7,6.280770300675861,23.112767034693185
536,19.1,6.275891326839091,23.05645245912736
537,19.8,6.276267478808919,23.06078923194087
538,18.8,6.269474999863032,22.98260211551338
539,19.4,6.297109319933935,23.302360395462088
540,20.1,6.288601778330518,23.20344801963708
541,20.4,6.279271611747914,23.095454098155333
542,19.6,6.300051580239659,23.336666428605437
543,19.8,6.289344444536209,23.212065827926647
544,20.3,6.301519470411488,23.353800547234275
545,19.4,6.277770673379832,23.078128173662613
546,18.8,6.298213682276988,23.31523107327054
547,19.9,6.3178864478756935,23.5457002444183
548,20.0,6.28711478920894,23.186202793903103
549,19.6,6.324358962381311,23.62202362203543
550,19.3,6.309918278226516,23.45207879911715
551,19.1,6.2904574107056295,23.224986544667793
552,20.4,6.310281848490474,23.456342425877057
553,20.3,6.309918278226516,23.45207879911715
554,19.5,6.330789852711601,23.6981011897578
555,19.4,6.296740927960714,23.29806858947754
556,20.0,6.310645286619134,23.46060527778429
557,20.8,6.327579577081353,23.660092983756424
558,20.4,6.309918278226516,23.45207879911715
559,20.4,6.334699578680012,23.74447304111001
560,19.5,6.3178864478756935,23.5457002444183
561,19.6,6.3139102994960545,23.498936146132234
562,20.1,6.32220610902021,23.5966099260042
563,19.7,6.341769244038871,23.82855429941145
564,20.4,6.330433663927782,23.69388106663828
565,20.0,6.339653587396416,23.803361107205006
566,19.9,6.336471686179032,23.765521244020714
567,19.3,6.335408798567896,23.75289456045305
568,19.5,6.324358962381311,23.62202362203543
569,19.4,6.329720905522696,23.68543856465402
570,20.4,6.352977767686964,23.96247065725903
571,19.3,6.3240004751933885,23.61778990506944
572,20.5,6.35402215420487,23.97498696558561
573,19.8,6.35193228928541,23.949947807876327
574,19.0,6.348089489796672,23.90397456491284
575,20.4,6.352280903547264,23.954122818421048
576,20.3,6.354717806406837,23.98332754227403
577,20.5,6.360611392542035,24.054105678657024
578,19.2,6.360611392542035,24.054105678657024
579,20.8,6.363717521010033,24.091492274244864
580,21.0,6.366814031311523,24.128820940941146
581,20.5,6.330433663927782,23.69388106663828
582,19.6,6.367157496882476,24.13296500639737
583,20.0,6.362683216487555,24.079036525575518
584,19.7,6.356801864125367,24.008331887076203
585,20.0,6.37570601876452,24.236336356801125
586,20.6,6.375365477300306,24.232209969377536
587,19.1,6.3835066348840055,24.331050121192877
588,20.5,6.385531610263777,24.355697485393435
589,19.7,6.373661028276792,24.21156748333325
590,21.3,6.3578422665081,24.020824298928627
591,20.5,6.376046444299722,24.240462041801102
592,20.3,6.396929655216146,24.49489742783178
593,20.3,6.382154369633992,24.314604664686613
594,19.7,6.370585679876545,24.17436658942691
595,20.3,6.3959291548825625,24.482646915723798
596,20.6,6.384519635139465,24.343376922686794
597,20.0,6.3965962663149085,24.49081460466352
598,20.4,6.392586905782009,24.441767530193065
599,20.7,6.379105070303594,24.277561656805652
600,21.2,6.396929655216146,24.49489742783178
601,20.4,6.401917196727186,24.55605831561735
602,20.6,6.409516770721618,24.649543606322613
603,19.1,6.3999251641959445,24.53161225847172
604,19.9,6.391246872080648,24.425396619093007
605,20.0,6.430364431302384,24.90783009416918
606,20.5,6.410174881966167,24.657656011875904
607,20.1,6.392921633818608,24.445858544956035
608,20.5,6.425193120489006,24.843510218968657
609,20.9,6.415424237852311,24.72245942457991
610,21.0,6.409845880482693,24.653600142778334
611,20.3,6.4105037752432645,24.661711213944585
612,20.6,6.429396845353648,24.89578277540194
613,19.6,6.411161237462871,24.669819618310953
614,20.8,6.414114479970247,24.706274506691614
615,19.5,6.402911726893694,24.5682722225231
616,20.1,6.427135497273212,24.867649667791284
617,21.0,6.422272462887942,24.807257002740144
618,20.6,6.431331081933479,24.919871588754223
619,20.8,6.437431598525476,24.99599967994879
620,21.1,6.432940092739179,24.939927826679853
621,20.7,6.436150368369428,24.979991993593593
622,20.1,6.435188367333237,24.96797949374358
623,20.7,6.429396845353648,24.89578277540194
624,21.3,6.425517112068059,24.847535089018386
625,20.8,6.437431598525476,24.99599967994879
626,20.9,6.453624998892692,25.199206336708304
627,20.5,6.4348674945565385,24.96397404260788
628,20.2,6.4492057997815175,25.14358765172544
629,21.4,6.443176906381466,25.067907770693587
630,21.5,6.446671747110961,25.111750237687534
631,20.0,6.447939576123892,25.12767398706056
632,20.0,6.446988855088883,25.115732121520963
633,20.8,6.44635453854367,25.107767722360343
634,20.9,6.462405237175058,25.310077044529123
635,20.8,6.458965046135599,25.26657871576601
636,20.6,6.456141514847992,25.23093339533835
637,20.8,6.4548840484767025,25.215074856125252
638,20.6,6.460530236625741,25.28635995947222
639,21.0,6.462405237175058,25.310077044529123
640,20.9,6.459904454377535,25.278449319529077
641,20.3,6.4586517138441435,25.262620608321697
642,20.2,6.455198563340122,25.219040425836983
643,20.9,6.472037127702952,25.43226297441893
644,20.6,6.460842980959799,25.29031435154573
645,20.2,6.480351263355219,25.538206671573477
646,21.7,6.472655365744282,25.440125785852555
647,19.7,6.470799503782602,25.41653005427767
648,21.2,6.471418507206885,25.424397731313125
649,21.5,6.471418507206885,25.424397731313125
650,20.5,6.475124502801203,25.47155275989275
651,21.0,6.474507789861521,25.463699652642777
652,20.4,6.48432984549698,25.58906016249913
653,21.2,6.47943087672789,25.526456863419178
654,21.2,6.474507789861521,25.463699652642777
655,21.1,6.487379558138218,25.628109567426154
656,21.0,6.478202375344883,25.51078203426935
657,20.9,6.496473285552407,25.744902408049636
658,20.9,6.488900933754956,25.647611974606914
659,21.2,6.49888437773914,25.775957790157864
660,21.0,6.498583308942647,25.772077913897437
661,20.7,6.490116369942264,25.663203229526903
662,21.4,6.491633590685444,25.682678987987217
663,20.6,6.500388363584376,25.795348417883407
664,21.0,6.512636462928117,25.953805116013335
665,21.4,6.48768401848461,25.632011235952593
666,20.6,6.491936758794481,25.6865723676788
667,20.7,6.508471029949054,25.899806949087477
668,21.2,6.497980899285874,25.76431640855235
669,21.2,6.502790045915623,25.826343140289914
670,20.8,6.506381788777226,25.87276560400917
671,20.8,6.501289670540389,25.80697580112788
672,21.3,6.501289670540389,25.80697580112788
673,20.7,6.500388363584376,25.795348417883407
674,20.5,6.5051859739859985,25.857300709857554
675,21.3,6.525909036472607,26.12661478263114
676,21.3,6.518261940383671,26.02690915187587
677,21.7,6.517671272912275,26.019223662515376
678,21.1,6.502190165873639,25.818597947990902
679,20.6,6.512339506726974,25.94995183039845
680,21.1,6.512933330972452,25.957657829627077
681,21.0,6.520915634997138,26.06146580681908
682,21.7,6.520915634997138,26.06146580681908
683,21.8,6.510555915291006,25.926820090400597
684,21.4,6.537271139769218,26.27546383986399
685,21.5,6.515305107951467,25.988458977015163
686,21.7,6.536401700502741,26.26404386228442
687,21.2,6.5355315046537745,26.252618916976648
688,20.3,6.524149505226866,26.1036395929763
689,21.6,6.547072313645866,26.404545063303022
690,20.9,6.542183734535649,26.34008352302627
691,21.8,6.53116913042435,26.195419446918578
692,21.4,6.544774782480128,26.374229846575616
693,21.1,6.547072313645866,26.404545063303022
694,21.1,6.5433361403099735,26.355265128622783
695,21.4,6.542471960506805,26.343879744638983
696,21.7,6.54534966033442,26.38181191654584
697,20.5,6.55250788703459,26.476404589747453
698,21.7,6.53116913042435,26.195419446918578
699,20.9,6.542760103427686,26.347675419285096
700,21.3,6.54965074223381,26.43860813280457
701,21.5,6.54534966033442,26.38181191654584
702,20.9,6.572841826824917,26.74696244435992
703,20.7,6.549936824341326,26.442390209661458
704,21.1,6.563573399290871,26.623298067669978
705,20.9,6.549078332372732,26.43104235553339
706,20.6,6.555072356312942,26.510375327407193
707,21.8,6.568639551415506,26.69082239272518
708,21.2,6.565264970035361,26.645825188948457
709,21.5,6.570042272924791,26.709548854295537
710,21.4,6.548505594670936,26.42347441196937
711,21.9,6.556210012863403,26.525459468216567
712,21.2,6.560747740445541,26.58571044753177
713,22.0,6.553933404025811,26.49528259898354
714,20.8,6.575354741730978,26.780589986032794
715,21.5,6.578417531261524,26.82163305990148
716,22.1,6.582302108843358,26.873779042032776
717,21.4,6.590301048196686,26.981475126464083
718,21.2,6.589751446643967,26.97406161481804
719,21.9,6.575912310744586,26.788057040405153
720,21.6,6.563008905908679,26.615784790233032
721,21.8,6.578417531261524,26.82163305990148
722,22.2,6.5773048746794185,26.806715576511795
723,21.1,6.578417531261524,26.82163305990148
724,22.4,6.59687281335992,27.07027890510181
725,21.5,6.592496438760121,27.011108825814613
726,21.5,6.581470968748414,26.862613424609304
727,21.1,6.580361706294128,26.847718711279736
728,21.7,6.588926477533519,26.962937525425527
729,21.5,6.587825458980236,26.9480982631428
730,21.6,6.593044534142437,27.018512172212592
731,22.2,6.591673732008658,27.0
732,21.6,6.591124884574463,26.99259157620846
733,21.6,6.6131157259628575,27.2910241654651
734,20.4,6.593592329280758,27.02591349057419
735,21.7,6.602316484941097,27.144060123717676
736,22.4,6.616600517051383,27.338617375427017
737,22.7,6.60773068333197,27.2176413379264
738,22.3,6.6009583426706735,27.12563363315224
739,21.9,6.598236511921182,27.08874304946614
740,22.2,6.608000625296087,27.2213151776324
741,21.1,6.606650186198215,27.202941017470888
742,21.3,6.618738983517219,27.367864366808018
743,21.5,6.620339837647787,27.389779115575212
744,22.0,6.602859225795668,27.151427218472328
745,22.0,6.597145701886651,27.073972741361768
746,21.6,6.626982614831291,27.48090245970827
747,21.7,6.613920987045158,27.302014577682723
748,21.8,6.61338421837956,27.294688127912362
749,21.7,6.619005970569933,27.371518043396865
750,22.3,6.63200177739563,27.54995462791182
751,23.0,6.616600517051383,27.338617375427017
752,21.3,6.63200177739563,27.54995462791182
753,21.7,6.625127080833035,27.45541840875859
754,21.2,6.620606397692015,27.39342986922229
755,20.9,6.6211393047123535,27.400729917285048
756,22.0,6.632528647797702,27.557213211789033
757,21.8,6.629627419335168,27.517267306184312
758,22.4,6.636733647423464,27.615213198525193
759,21.8,6.6293632534374485,27.51363298439521
760,21.5,6.643268764133545,27.70559510279467
761,21.6,6.6377821403111295,27.629694171307797
762,20.3,6.63200177739563,27.54995462791182
763,22.6,6.633581556555148,27.571724646818886
764,21.9,6.627247410278357,27.48454110950372
765,22.3,6.63620898843976,27.607969863791144
766,22.3,6.626452813494395,27.473623714391955
767,21.8,6.65260493153284,27.835229476330888
768,23.3,6.6422260111714895,27.691153822114384
769,21.8,6.648984550024776,27.784887978899608
770,21.9,6.654410218934806,27.860366113890176
771,21.5,6.652863029353347,27.83882181415011
772,21.7,6.663132695990803,27.982137159266443
773,22.3,6.653894755005867,27.853186532244383
774,22.2,6.648207045774128,27.774088643914133
775,22.2,6.650537747334176,27.806474066303338
776,22.4,6.6388295350128,27.64416755845616
777,22.1,6.645610990318195,27.73806049456234
778,22.5,6.654667851294855,27.86395521098898
779,22.9,6.644310430894402,27.720028860013837
780,21.9,6.6564694217216465,27.889065957826553
781,22.4,6.654410218934806,27.860366113890176
782,21.8,6.665938462402306,28.021420377989408
783,21.8,6.660062854746514,27.939219745726614
784,21.5,6.673550780308503,28.128277586798664
785,22.9,6.6689903467649705,28.064212085857676
786,22.3,6.675823221634848,28.160255680657446
787,22.0,6.6689903467649705,28.064212085857676
788,22.3,6.670259221443527,28.082022719170357
789,22.8,6.662366118720607,27.97141397927534
790,22.4,6.668228248417403,28.053520278211074
791,22.0,6.67101977414846,28.092703679069412
792,21.3,6.679850410566217,28.217016142746207
793,21.5,6.679096546979817,28.20638225650358
794,22.8,6.673803528951324,28.131832503411506
795,22.3,6.6697518647609035,28.07489982172688
796,21.4,6.684611727667927,28.284271247461902
797,22.3,6.671526488119272,28.09982206349357
798,22.1,6.67405621372841,28.135386970859315
799,22.1,6.671779748852549,28.10338057956729
800,23.3,6.690345259515688,28.365471968574752
801,23.0,6.695056985529466,28.432375911977527
802,21.6,6.685611228001011,28.29840984931839
803,22.8,6.697774714194209,28.4710379157487
804,21.5,6.700977081754192,28.51666179622012
805,22.2,6.691587341404353,28.383093559370867
806,22.5,6.695056985529466,28.432375911977527
807,22.4,6.6866097303306,28.31254139069822
808,22.4,6.70196036600254,28.53068523537421
809,22.1,6.694066886438683,28.41830396065184
810,22.5,6.695798917058491,28.442925306655784
811,22.9,6.693075806080056,28.40422503783548
812,22.1,6.696046105293591,28.44644090215857
813,22.8,6.698021414577845,28.474550040343043
814,21.6,6.695304357206671,28.43589281172652
815,22.2,6.708816416364745,28.628656971642943
816,22.5,6.693819208418841,28.414784883929702
817,22.2,6.710279474416505,28.649607327151973
818,21.8,6.706128571130177,28.59020811396797
819,22.7,6.7139277820019805,28.701916312330088
820,23.2,6.696293232441765,28.449956063234964
821,22.5,6.7158681173184815,28.72977549512004
822,21.7,6.701222993473124,28.520168302448706
823,22.7,6.720461380561624,28.79583303188154
824,21.5,6.709792026198225,28.642625577973817
825,21.7,6.722389092001957,28.823601440486232
826,21.6,6.721907512411624,28.8166618469246
827,22.4,6.732925587946478,28.97585201508318
828,23.0,6.7071068054952985,28.6041954964652
829,22.6,6.718046503754165,28.76108481959608
830,21.8,6.719978871505218,28.788886744714528
831,22.4,6.728150029682411,28.906746617355612
832,22.2,6.723832440821209,28.844410203711913
833,22.1,6.720702547812281,28.799305547182904
834,21.9,6.727910652063075,28.903287010303863
835,22.3,6.722870439785018,28.830539363667828
836,22.4,6.719254671111467,28.778464170278443
837,22.7,6.727910652063075,28.903287010303863
838,21.3,6.727910652063075,28.903287010303863
839,22.7,6.728389350013815,28.910205810405433
840,23.0,6.731972299027765,28.962044126753206
841,22.3,6.74852505341158,29.202739597510366
842,22.2,6.744530217879171,29.1444677426094
843,22.3,6.746177083326082,29.168476134347504
844,22.2,6.73744134131246,29.041349830887683
845,22.4,6.738389433348399,29.055120030727803
846,22.7,6.745001027680711,29.15132930073687
847,22.5,6.740282925038388,29.082640870457414
848,23.4,6.745706827027738,29.161618610769874
849,22.8,6.746882053394052,29.178759397890786
850,23.3,6.730062990571844,28.934408582170814
851,21.7,6.7464121285733745,29.171904291629644
852,22.5,6.7548371725574246,29.295050776539032
853,22.3,6.758791125842179,29.353023694331732
854,23.0,6.74993119378857,29.223278392404914
855,22.7,6.740046434556028,29.079202189881347
856,22.2,6.731733834736662,28.95859112595086
857,22.6,6.7459419828195335,29.165047574108293
858,22.5,6.738389433348399,29.055120030727803
859,22.3,6.748759547491679,29.206163733020468
860,23.8,6.753671263599422,29.277978072264485
861,22.0,6.752270376141742,29.257477676655586
862,22.5,6.742644758918536,29.11700534052223
863,21.9,6.75855897262001,29.34961669255665
864,21.8,6.767343125265392,29.478805945967352
865,22.0,6.756001723754601,29.312113536898018
866,21.8,6.76365393500788,29.42447960457415
867,22.3,6.771477260689509,29.539803655407056
868,23.1,6.762960694078903,29.414282245195107
869,23.8,6.7566998040621815,29.322346427255784
870,23.2,6.763884908562435,29.427877939124322
871,22.7,6.777874358127617,29.63443942442644
872,23.1,6.779467258680606,29.65805118344764
873,22.1,6.767343125265392,29.478805945967352
874,22.8,6.781511552407887,29.688381565858386
875,23.0,6.78105762593618,29.68164415931166
876,22.5,6.788295838944809,29.78925980953538
877,22.9,6.777874358127617,29.63443942442644
878,22.7,6.770330603070465,29.52287248897031
879,23.8,6.782872096835447,29.708584617918103
880,22.9,6.771706434518861,29.543188724306656
881,22.8,6.779467258680606,29.65805118344764
882,22.7,6.77376663897882,29.57363690857112
883,23.1,6.79346613258001,29.866369046136157
884,22.5,6.801727874336607,29.989998332777546
885,21.1,6.790996718371941,29.829515584400628
886,22.4,6.792119935383212,29.846272799128535
887,22.6,6.79592946379988,29.90317708873089
888,23.3,6.790771923496318,29.826163011691598
889,23.0,6.793017601511714,29.85967179993779
890,22.7,6.7943625916270465,29.879759035172956
891,23.2,6.79592946379988,29.90317708873089
892,21.4,6.795705775173514,29.899832775452108
893,22.5,6.799278802646053,29.953296980466106
894,22.3,6.797047156997715,29.919893047937187
895,22.9,6.78332520060396,29.715315916207253
896,23.0,6.803505257608338,30.01666203960727
897,21.9,6.799947326347832,29.96331089849718
898,22.5,6.79256886917302,29.852973051272464
899,22.3,6.80771392480191,30.079893616833154
900,22.9,6.813004942436327,30.159575593830894
901,22.9,6.80550104494338,30.046630426721727
902,22.2,6.796823718274855,29.916550603303182
903,23.0,6.806608096977179,30.063266622241834
904,22.5,6.810362932973487,30.11976095522672
905,22.6,6.804392765986984,30.029985014981275
906,23.9,6.822415231815122,30.301815127150387
907,23.2,6.808597707448919,30.093188598086446
908,22.4,6.804392765986984,30.029985014981275
909,22.1,6.823286122355687,30.315012782448235
910,23.5,6.821543582163072,30.288611721239388
911,23.5,6.816297668493302,30.209270100417854
912,22.7,6.8191426206255334,30.25227264190246
913,23.5,6.814323334189584,30.1794632159023
914,23.6,6.823286122355687,30.315012782448235
915,22.8,6.810142450115136,30.116440692751194
916,23.4,6.829361211554125,30.407235980930594
917,23.3,6.8239387928890265,30.32490725459849
918,24.0,6.832816192317643,30.45980958574758
919,23.2,6.809260032233038,30.103155980727337
920,22.9,6.811464618663851,30.136356780473648
921,22.9,6.828279077480341,30.390788077968626
922,22.7,6.826328280286408,30.361159398152108
923,22.3,6.821761565815161,30.29191311224829
924,22.9,6.81783057145415,30.23243291566195
925,22.8,6.847792937809454,30.688760157425715
926,23.5,6.82719577112372,30.374331268358816
927,22.7,6.819579588078412,30.258882993263317
928,23.3,6.837976384374221,30.53850029061676
929,23.6,6.8308742346461795,30.430248109405877
930,23.4,6.8439631458943575,30.63005060394122
931,23.4,6.8450284490738325,30.646370095004727
932,22.2,6.849914279292287,30.72132809629167
933,23.2,6.844389403360317,30.63657944353449
934,23.1,6.8424698122835075,30.607188698082023
935,24.1,6.836259277277067,30.512292604784715
936,23.0,6.836688830548277,30.518846636136168
937,23.2,6.8450284490738325,30.646370095004727
938,24.7,6.8435367066554855,30.623520372419627
939,24.3,6.844815479208263,30.643106892089126
940,23.6,6.8347543860976465,30.489342400255207
941,22.9,6.836903538010186,30.522123124055444
942,24.3,6.856882948608381,30.828558188796308
943,23.3,6.8501261661455,30.72458299147443
944,23.0,6.842042735616755,30.600653587791225
945,23.0,6.862548686144057,30.9160152671718
946,23.7,6.8516081183591355,30.74735761004513
947,23.4,6.85919508836676,30.864218765424795
948,23.1,6.8513965453127526,30.744105126023754
949,23.5,6.8581447784288025,30.848014522818158
950,23.4,6.847580555946067,30.68550146241707
951,23.0,6.847792937809454,30.688760157425715
952,23.5,6.8494903708501615,30.714817271147812
953,23.2,6.855619524561608,30.809089567853185
954,23.3,6.855830206117218,30.812335192257013
955,23.8,6.863803391452954,30.93541659651604
956,23.4,6.857093364179909,30.831801763763337
957,23.4,6.866933284461882,30.983866769659336
958,22.8,6.8748187787358725,31.10626946453078
959,22.4,6.873370852120306,31.083757816583248
960,23.7,6.875232087276577,31.11269837220809
961,22.3,6.875232087276577,31.11269837220809
962,23.1,6.8748187787358725,31.10626946453078
963,23.7,6.867766270765774,30.996774025694997
964,24.2,6.870053411798126,31.0322412983658
965,24.3,6.881411303642535,31.20897306865447
966,24.1,6.865265227361185,30.958036113422956
967,24.3,6.8719208259729205,31.06122985330748
968,22.5,6.878738329911644,31.167290546340404
969,23.7,6.866099603713304,30.97095413447897
970,22.5,6.868182503862314,31.003225638633154
971,23.9,6.873370852120306,31.083757816583248
972,23.7,6.882847643275952,31.2313944613429
973,23.9,6.86714159609684,30.98709408770045
974,23.2,6.882027130409406,31.21858420876898
975,23.6,6.8940619518501345,31.40700558792576
976,24.4,6.894467384655202,31.413372948475303
977,22.7,6.86484777797086,30.95157508108432
978,23.6,6.891219310342038,31.36239786751007
979,23.0,6.892235467324101,31.378336475982916
980,22.6,6.886940139268217,31.295367069264422
981,23.8,6.901938393660572,31.530937188735766
982,24.5,6.874198495453294,31.096623610932426
983,23.5,6.903144666424454,31.549960380323775
984,22.7,6.885509670034818,31.272991542223778
985,23.5,6.888980123655803,31.327304384514157
986,23.5,6.894872653151124,31.41973901864877
987,23.3,6.877502235811116,31.148033645801785
988,24.2,6.898512697615204,31.476975712415573
989,23.3,6.893250592779255,31.394266992557736
990,24.2,6.895277757471025,31.426103799230347
991,22.9,6.895075225824763,31.422921570089564
992,23.9,6.906754778648554,31.606961258558215
993,23.2,6.8991180855864735,31.48650504581288
994,23.6,6.896289800872859,31.442010113858814
995,22.7,6.896289800872859,31.442010113858814
996,24.0,6.910950169878657,31.673332631726648
997,24.2,6.910950169878657,31.673332631726648
998,23.9,6.904550148033189,31.572139617073784
999,23.3,6.900529233890397,31.508728949292767
